Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2015;2015;tonnes;1607;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2016;2016;tonnes;1812;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1961;1961;tonnes;107233;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1962;1962;tonnes;119598;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1963;1963;tonnes;114826;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1964;1964;tonnes;109641;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1965;1965;tonnes;112102;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1966;1966;tonnes;118412;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1967;1967;tonnes;120239;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1968;1968;tonnes;128272;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1969;1969;tonnes;126552;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1970;1970;tonnes;136611;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1971;1971;tonnes;136914;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1972;1972;tonnes;127571;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1973;1973;tonnes;130229;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1974;1974;tonnes;145491;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1975;1975;tonnes;141548;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1976;1976;tonnes;148911;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1977;1977;tonnes;149745;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1978;1978;tonnes;149972;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1979;1979;tonnes;161369;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1980;1980;tonnes;168963;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1981;1981;tonnes;155752;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1982;1982;tonnes;159932;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1983;1983;tonnes;152165;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1984;1984;tonnes;165139;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1985;1985;tonnes;169829;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1986;1986;tonnes;171160;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1987;1987;tonnes;171868;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1988;1988;tonnes;153912;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1989;1989;tonnes;156566;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1990;1990;tonnes;165242;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1991;1991;tonnes;173742;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1992;1992;tonnes;165400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1993;1993;tonnes;156042;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1994;1994;tonnes;143281;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1995;1995;tonnes;148138;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1996;1996;tonnes;159164;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1997;1997;tonnes;152355;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1998;1998;tonnes;147768;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;1999;1999;tonnes;147302;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2000;2000;tonnes;128394;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2001;2001;tonnes;137831;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2002;2002;tonnes;139895;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2003;2003;tonnes;137203;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2004;2004;tonnes;134378;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2005;2005;tonnes;132763;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2006;2006;tonnes;135336;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2007;2007;tonnes;133453;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2008;2008;tonnes;135960;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2009;2009;tonnes;142182;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2010;2010;tonnes;143475;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2011;2011;tonnes;144490;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2012;2012;tonnes;144922;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2013;2013;tonnes;143600;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2014;2014;tonnes;143854;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2015;2015;tonnes;141909;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;867;Rind;2016;2016;tonnes;144456;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1961;1961;tonnes;136459;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1962;1962;tonnes;130282;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1963;1963;tonnes;136534;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1964;1964;tonnes;147287;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1965;1965;tonnes;161317;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1966;1966;tonnes;158251;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1967;1967;tonnes;167509;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1968;1968;tonnes;188610;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1969;1969;tonnes;197000;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1970;1970;tonnes;196220;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1971;1971;tonnes;208894;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1972;1972;tonnes;223716;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1973;1973;tonnes;236595;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1974;1974;tonnes;237713;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1975;1975;tonnes;235403;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1976;1976;tonnes;246489;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1977;1977;tonnes;262163;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1978;1978;tonnes;258427;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1979;1979;tonnes;263466;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1980;1980;tonnes;278807;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1981;1981;tonnes;275364;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1982;1982;tonnes;289480;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1983;1983;tonnes;290900;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1984;1984;tonnes;276340;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1985;1985;tonnes;284600;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1986;1986;tonnes;285720;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1987;1987;tonnes;277620;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1988;1988;tonnes;278670;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1989;1989;tonnes;280262;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1990;1990;tonnes;269598;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1991;1991;tonnes;265473;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1992;1992;tonnes;264120;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1993;1993;tonnes;260555;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1994;1994;tonnes;246212;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1995;1995;tonnes;250806;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1996;1996;tonnes;220002;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1997;1997;tonnes;214487;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1998;1998;tonnes;231609;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;1999;1999;tonnes;226448;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2000;2000;tonnes;225067;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2001;2001;tonnes;234476;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2002;2002;tonnes;235810;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2003;2003;tonnes;229719;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2004;2004;tonnes;227252;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2005;2005;tonnes;236452;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2006;2006;tonnes;243633;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2007;2007;tonnes;242064;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2008;2008;tonnes;231065;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2009;2009;tonnes;237912;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2010;2010;tonnes;249541;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2011;2011;tonnes;249067;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2012;2012;tonnes;242780;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2013;2013;tonnes;235554;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2014;2014;tonnes;242094;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2015;2015;tonnes;241394;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Schwein;2016;2016;tonnes;238682;;Official data
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1961;1961;tonnes;5250;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1962;1962;tonnes;5800;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1963;1963;tonnes;8400;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1964;1964;tonnes;10500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1965;1965;tonnes;12400;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1966;1966;tonnes;13500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1967;1967;tonnes;14500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1968;1968;tonnes;15000;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1969;1969;tonnes;15500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1970;1970;tonnes;16200;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1971;1971;tonnes;17500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1972;1972;tonnes;19360;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1973;1973;tonnes;20460;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1974;1974;tonnes;21120;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1975;1975;tonnes;19360;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1976;1976;tonnes;20900;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1977;1977;tonnes;21670;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1978;1978;tonnes;21780;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1979;1979;tonnes;23100;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1980;1980;tonnes;23000;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1981;1981;tonnes;24300;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1982;1982;tonnes;24400;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1983;1983;tonnes;24500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1984;1984;tonnes;25630;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1985;1985;tonnes;27500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1986;1986;tonnes;27500;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1987;1987;tonnes;28710;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1988;1988;tonnes;31370;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1989;1989;tonnes;32460;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1990;1990;tonnes;33080;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1991;1991;tonnes;34990;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1992;1992;tonnes;36670;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1993;1993;tonnes;35750;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1994;1994;tonnes;37830;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1995;1995;tonnes;39790;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1996;1996;tonnes;40510;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1997;1997;tonnes;43870;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1998;1998;tonnes;44160;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;1999;1999;tonnes;45590;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2000;2000;tonnes;49280;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2001;2001;tonnes;49880;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2002;2002;tonnes;54230;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2003;2003;tonnes;56270;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2004;2004;tonnes;59700;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2005;2005;tonnes;57951;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2006;2006;tonnes;51691;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2007;2007;tonnes;60420;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2008;2008;tonnes;63831;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2009;2009;tonnes;65158;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2010;2010;tonnes;68711;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2011;2011;tonnes;72805;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2012;2012;tonnes;76062;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2013;2013;tonnes;79795;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2014;2014;tonnes;84504;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2015;2015;tonnes;87096;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Geflügel;2016;2016;tonnes;90994;;Selber berechnet, beinhaltet chicken und turkey
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1961;1961;tonnes;3246;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1962;1962;tonnes;3343;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1963;1963;tonnes;3249;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1964;1964;tonnes;2994;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1965;1965;tonnes;2962;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1966;1966;tonnes;3097;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1967;1967;tonnes;3047;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1968;1968;tonnes;3437;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1969;1969;tonnes;3577;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1970;1970;tonnes;3520;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1971;1971;tonnes;3541;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1972;1972;tonnes;3430;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1973;1973;tonnes;3076;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1974;1974;tonnes;3462;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1975;1975;tonnes;3606;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1976;1976;tonnes;4094;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1977;1977;tonnes;4103;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1978;1978;tonnes;3911;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1979;1979;tonnes;4300;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1980;1980;tonnes;4467;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1981;1981;tonnes;4202;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1982;1982;tonnes;4125;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1983;1983;tonnes;4022;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1984;1984;tonnes;4190;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1985;1985;tonnes;4500;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1986;1986;tonnes;4609;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1987;1987;tonnes;4712;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1988;1988;tonnes;5090;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1989;1989;tonnes;4661;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1990;1990;tonnes;5054;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1991;1991;tonnes;5654;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1992;1992;tonnes;6108;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1993;1993;tonnes;5981;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1994;1994;tonnes;5720;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1995;1995;tonnes;5750;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1996;1996;tonnes;6177;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1997;1997;tonnes;6396;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1998;1998;tonnes;6358;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;1999;1999;tonnes;6588;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2000;2000;tonnes;6048;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2001;2001;tonnes;6413;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2002;2002;tonnes;6394;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2003;2003;tonnes;6637;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2004;2004;tonnes;7057;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2005;2005;tonnes;6743;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2006;2006;tonnes;6308;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2007;2007;tonnes;5935;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2008;2008;tonnes;5927;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2009;2009;tonnes;5840;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2010;2010;tonnes;5963;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2011;2011;tonnes;5874;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2012;2012;tonnes;5529;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2013;2013;tonnes;5300;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2014;2014;tonnes;5412;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2015;2015;tonnes;5319;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;Schafe+Ziegen;2016;2016;tonnes;5548;;Selber berechnet, beinhaltet goat und sheep
QL;Livestock Primary;211;Switzerland;;Production;;überige Tiere;1961;1961;tonnes;7313;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;212;Switzerland;;Production;;überige Tiere;1962;1962;tonnes;5898;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;213;Switzerland;;Production;;überige Tiere;1963;1963;tonnes;5378;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;214;Switzerland;;Production;;überige Tiere;1964;1964;tonnes;5365;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;215;Switzerland;;Production;;überige Tiere;1965;1965;tonnes;5121;;Selber berechnet, beinhaltet rabbit, horse, game
